source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
S0439,Okrum,Software,USES,T1003.001,LSASS Memory,Technique,[Okrum](https://attack.mitre.org/software/S0439) was seen using MimikatzLite to perform credential dumping.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1036.004,Masquerade Task or Service,Technique,[Okrum](https://attack.mitre.org/software/S0439) can establish persistence by adding a new service NtmsSvc with the display name Removable Storage to masquerade as a legitimate Removable Storage Manager.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1001.003,Protocol Impersonation,Technique,"[Okrum](https://attack.mitre.org/software/S0439) mimics HTTP protocol for C2 communication, while hiding the actual messages in the Cookie and Set-Cookie headers of the HTTP requests.(Citation: ESET Okrum July 2019)"
S0439,Okrum,Software,USES,T1547.001,Registry Run Keys / Startup Folder,Technique,[Okrum](https://attack.mitre.org/software/S0439) establishes persistence by creating a .lnk shortcut to itself in the Startup folder.(Citation: ESET Okrum July 2019) 
S0439,Okrum,Software,USES,T1053.005,Scheduled Task,Technique,[Okrum](https://attack.mitre.org/software/S0439)'s installer can attempt to achieve persistence by creating a scheduled task.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1569.002,Service Execution,Technique,[Okrum](https://attack.mitre.org/software/S0439)'s loader can create a new service named NtmsSvc to execute the payload.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1547.009,Shortcut Modification,Technique,[Okrum](https://attack.mitre.org/software/S0439) can establish persistence by creating a .lnk shortcut to itself in the Startup folder.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1132.001,Standard Encoding,Technique,[Okrum](https://attack.mitre.org/software/S0439) has used base64 to encode C2 communication.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1027.003,Steganography,Technique,"[Okrum](https://attack.mitre.org/software/S0439)'s payload is encrypted and embedded within its loader, or within a legitimate PNG file.(Citation: ESET Okrum July 2019)"
S0439,Okrum,Software,USES,T1573.001,Symmetric Cryptography,Technique,[Okrum](https://attack.mitre.org/software/S0439) uses AES to encrypt network traffic. The key can be hardcoded or negotiated with the C2 server in the registration phase. (Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1497.001,System Checks,Technique,[Okrum](https://attack.mitre.org/software/S0439)'s loader can check the amount of physical memory and terminates itself if the host has less than 1.5 Gigabytes of physical memory in total.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1082,System Information Discovery,Technique,"[Okrum](https://attack.mitre.org/software/S0439) can collect computer name, locale information, and information about the OS and architecture.(Citation: ESET Okrum July 2019)"
S0439,Okrum,Software,USES,T1016,System Network Configuration Discovery,Technique,"[Okrum](https://attack.mitre.org/software/S0439) can collect network information, including the host IP address, DNS, and proxy information.(Citation: ESET Okrum July 2019)"
S0439,Okrum,Software,USES,T1049,System Network Connections Discovery,Technique,[Okrum](https://attack.mitre.org/software/S0439) was seen using NetSess to discover NetBIOS sessions.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1033,System Owner/User Discovery,Technique,[Okrum](https://attack.mitre.org/software/S0439) can collect the victim username.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1124,System Time Discovery,Technique,[Okrum](https://attack.mitre.org/software/S0439) can obtain the date and time of the compromised system.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1497.003,Time Based Evasion,Technique,"[Okrum](https://attack.mitre.org/software/S0439)'s loader can detect presence of an emulator by using two calls to GetTickCount API, and checking whether the time has been accelerated.(Citation: ESET Okrum July 2019)"
S0439,Okrum,Software,USES,T1134.001,Token Impersonation/Theft,Technique,[Okrum](https://attack.mitre.org/software/S0439) can impersonate a logged-on user's security context using a call to the ImpersonateLoggedOnUser API.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1497.002,User Activity Based Checks,Technique,"[Okrum](https://attack.mitre.org/software/S0439) loader only executes the payload after the left mouse button has been pressed at least three times, in order to avoid being executed within virtualized or emulated environments.(Citation: ESET Okrum July 2019) "
S0439,Okrum,Software,USES,T1071.001,Web Protocols,Technique,[Okrum](https://attack.mitre.org/software/S0439) uses HTTP for communication with its C2.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1059.003,Windows Command Shell,Technique,[Okrum](https://attack.mitre.org/software/S0439)'s backdoor has used cmd.exe to execute arbitrary commands as well as batch scripts to update itself to a newer version.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1543.003,Windows Service,Technique,"To establish persistence, [Okrum](https://attack.mitre.org/software/S0439) can install itself as a new service named NtmSsvc.(Citation: ESET Okrum July 2019)"
S0365,Olympic Destroyer,Software,USES,T1070.001,Clear Windows Event Logs,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) will attempt to clear the System and Security event logs using <code>wevtutil</code>.(Citation: Talos Olympic Destroyer 2018)
S0365,Olympic Destroyer,Software,USES,T1555.003,Credentials from Web Browsers,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) contains a module that tries to obtain stored credentials from web browsers.(Citation: Talos Olympic Destroyer 2018)
S0365,Olympic Destroyer,Software,USES,T1485,Data Destruction,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) overwrites files locally and on remote shares.(Citation: Talos Olympic Destroyer 2018)(Citation: US District Court Indictment GRU Unit 74455 October 2020) 
S0365,Olympic Destroyer,Software,USES,T1490,Inhibit System Recovery,Technique,"[Olympic Destroyer](https://attack.mitre.org/software/S0365) uses the native Windows utilities <code>vssadmin</code>, <code>wbadmin</code>, and <code>bcdedit</code> to delete and disable operating system recovery features such as the Windows backup catalog and Windows Automatic Repair.(Citation: Talos Olympic Destroyer 2018)"
S0365,Olympic Destroyer,Software,USES,T1003.001,LSASS Memory,Technique,"[Olympic Destroyer](https://attack.mitre.org/software/S0365) contains a module that tries to obtain credentials from LSASS, similar to [Mimikatz](https://attack.mitre.org/software/S0002). These credentials are used with [PsExec](https://attack.mitre.org/software/S0029) and [Windows Management Instrumentation](https://attack.mitre.org/techniques/T1047) to help the malware propagate itself across a network.(Citation: Talos Olympic Destroyer 2018)"
S0365,Olympic Destroyer,Software,USES,T1570,Lateral Tool Transfer,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) attempts to copy itself to remote machines on the network.(Citation: Talos Olympic Destroyer 2018)
S0365,Olympic Destroyer,Software,USES,T1135,Network Share Discovery,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) will attempt to enumerate mapped network shares to later attempt to wipe all files on those shares.(Citation: Talos Olympic Destroyer 2018)
S0365,Olympic Destroyer,Software,USES,T1018,Remote System Discovery,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) uses [Windows Management Instrumentation](https://attack.mitre.org/techniques/T1047) to enumerate all systems in the network.(Citation: Talos Olympic Destroyer 2018)
S0365,Olympic Destroyer,Software,USES,T1021.002,SMB/Windows Admin Shares,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) uses [PsExec](https://attack.mitre.org/software/S0029) to interact with the <code>ADMIN$</code> network share to execute commands on remote systems.(Citation: Talos Olympic Destroyer 2018)(Citation: PsExec Russinovich)
S0365,Olympic Destroyer,Software,USES,T1569.002,Service Execution,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) utilizes [PsExec](https://attack.mitre.org/software/S0029) to help propagate itself across a network.(Citation: Talos Olympic Destroyer 2018)
S0365,Olympic Destroyer,Software,USES,T1489,Service Stop,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) uses the API call <code>ChangeServiceConfigW</code> to disable all services on the affected system.(Citation: Talos Olympic Destroyer 2018)
S0365,Olympic Destroyer,Software,USES,T1016,System Network Configuration Discovery,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) uses API calls to enumerate the infected system's ARP table.(Citation: Talos Olympic Destroyer 2018)
S0365,Olympic Destroyer,Software,USES,T1529,System Shutdown/Reboot,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) will shut down the compromised system after it is done modifying system configuration settings.(Citation: Talos Olympic Destroyer 2018)(Citation: US District Court Indictment GRU Unit 74455 October 2020)
S0365,Olympic Destroyer,Software,USES,T1047,Windows Management Instrumentation,Technique,[Olympic Destroyer](https://attack.mitre.org/software/S0365) uses WMI to help propagate itself across a network.(Citation: Talos Olympic Destroyer 2018)
S0052,OnionDuke,Software,USES,T1140,Deobfuscate/Decode Files or Information,Technique,[OnionDuke](https://attack.mitre.org/software/S0052) can use a custom decryption algorithm to decrypt strings.(Citation: ESET Dukes October 2019)
S0052,OnionDuke,Software,USES,T1499,Endpoint Denial of Service,Technique,[OnionDuke](https://attack.mitre.org/software/S0052) has the capability to use a Denial of Service module.(Citation: ESET Dukes October 2019)
S0052,OnionDuke,Software,USES,T1003,OS Credential Dumping,Technique,[OnionDuke](https://attack.mitre.org/software/S0052) steals credentials from its victims.(Citation: F-Secure The Dukes)
S0052,OnionDuke,Software,USES,T1102.003,One-Way Communication,Technique,[OnionDuke](https://attack.mitre.org/software/S0052) uses Twitter as a backup C2.(Citation: F-Secure The Dukes)
S0052,OnionDuke,Software,USES,T1071.001,Web Protocols,Technique,[OnionDuke](https://attack.mitre.org/software/S0052) uses HTTP and HTTPS for C2.(Citation: F-Secure The Dukes)
S0264,OopsIE,Software,USES,T1560.003,Archive via Custom Method,Technique,[OopsIE](https://attack.mitre.org/software/S0264) compresses collected files with a simple character replacement scheme before sending them to its C2 server.(Citation: Unit 42 OopsIE! Feb 2018)
S0264,OopsIE,Software,USES,T1560.001,Archive via Utility,Technique,[OopsIE](https://attack.mitre.org/software/S0264) compresses collected files with GZipStream before sending them to its C2 server.(Citation: Unit 42 OopsIE! Feb 2018)
S0264,OopsIE,Software,USES,T1030,Data Transfer Size Limits,Technique,[OopsIE](https://attack.mitre.org/software/S0264) exfiltrates command output and collected files to its C2 server in 1500-byte blocks.(Citation: Unit 42 OopsIE! Feb 2018)
S0264,OopsIE,Software,USES,T1140,Deobfuscate/Decode Files or Information,Technique,[OopsIE](https://attack.mitre.org/software/S0264) concatenates then decompresses multiple resources to load an embedded .Net Framework assembly.(Citation: Unit 42 OopsIE! Feb 2018)
S0264,OopsIE,Software,USES,T1041,Exfiltration Over C2 Channel,Technique,[OopsIE](https://attack.mitre.org/software/S0264) can upload files from the victim's machine to its C2 server.(Citation: Unit 42 OopsIE! Feb 2018)
S0264,OopsIE,Software,USES,T1070.004,File Deletion,Technique,[OopsIE](https://attack.mitre.org/software/S0264) has the capability to delete files and scripts from the victim's machine.(Citation: Unit 42 OilRig Sept 2018)
S0264,OopsIE,Software,USES,T1105,Ingress Tool Transfer,Technique,[OopsIE](https://attack.mitre.org/software/S0264) can download files from its C2 server to the victim's machine.(Citation: Unit 42 OopsIE! Feb 2018)(Citation: Unit 42 OilRig Sept 2018)
S0264,OopsIE,Software,USES,T1074.001,Local Data Staging,Technique,[OopsIE](https://attack.mitre.org/software/S0264) stages the output from command execution and collected files in specific folders before exfiltration.(Citation: Unit 42 OopsIE! Feb 2018)
S0264,OopsIE,Software,USES,T1027,Obfuscated Files or Information,Technique,[OopsIE](https://attack.mitre.org/software/S0264) uses the Confuser protector to obfuscate an embedded .Net Framework assembly used for C2. [OopsIE](https://attack.mitre.org/software/S0264) also encodes collected data in hexadecimal format before writing to files on disk and obfuscates strings.(Citation: Unit 42 OopsIE! Feb 2018)(Citation: Unit 42 OilRig Sept 2018)
S0264,OopsIE,Software,USES,T1053.005,Scheduled Task,Technique,[OopsIE](https://attack.mitre.org/software/S0264) creates a scheduled task to run itself every three minutes.(Citation: Unit 42 OopsIE! Feb 2018)(Citation: Unit 42 OilRig Sept 2018)
S0264,OopsIE,Software,USES,T1027.002,Software Packing,Technique,[OopsIE](https://attack.mitre.org/software/S0264) uses the SmartAssembly obfuscator to pack an embedded .Net Framework assembly used for C2.(Citation: Unit 42 OopsIE! Feb 2018)
S0264,OopsIE,Software,USES,T1132.001,Standard Encoding,Technique,[OopsIE](https://attack.mitre.org/software/S0264) encodes data in hexadecimal format over the C2 channel.(Citation: Unit 42 OopsIE! Feb 2018)
S0264,OopsIE,Software,USES,T1497.001,System Checks,Technique,[OopsIE](https://attack.mitre.org/software/S0264) performs several anti-VM and sandbox checks on the victim's machine. One technique the group has used was to perform a WMI query <code>SELECT * FROM MSAcpi_ThermalZoneTemperature</code> to check the temperature to see if it’s running in a virtual environment.(Citation: Unit 42 OilRig Sept 2018)
