ID,name,description,url,created,last modified,version,platforms,aliases,type,contributors
S0466,WindTail,[WindTail](https://attack.mitre.org/software/S0466) is a macOS surveillance implant used by [Windshift](https://attack.mitre.org/groups/G0112). [WindTail](https://attack.mitre.org/software/S0466) shares code similarities with Hack Back aka KitM OSX.(Citation: SANS Windshift August 2018)(Citation: objective-see windtail1 dec 2018)(Citation: objective-see windtail2 jan 2019),https://attack.mitre.org/software/S0466,4-Jun-20,26-Jun-20,1,macOS,,Malware,
S0005,Windows Credential Editor,[Windows Credential Editor](https://attack.mitre.org/software/S0005) is a password dumping tool. (Citation: Amplia WCE),https://attack.mitre.org/software/S0005,31-May-17,30-Mar-20,1.1,Windows,WCE,Tool,
S0191,Winexe,"[Winexe](https://attack.mitre.org/software/S0191) is a lightweight, open source tool similar to [PsExec](https://attack.mitre.org/software/S0029) designed to allow system administrators to execute commands on remote servers. (Citation: Winexe Github Sept 2013) [Winexe](https://attack.mitre.org/software/S0191) is unique in that it is a GNU/Linux based client. (Citation: Überwachung APT28 Forfiles June 2015)",https://attack.mitre.org/software/S0191,18-Apr-18,17-Oct-18,1,Windows,,Tool,
S0176,Wingbird,[Wingbird](https://attack.mitre.org/software/S0176) is a backdoor that appears to be a version of commercial software [FinFisher](https://attack.mitre.org/software/S0182). It is reportedly used to attack individual computers instead of networks. It was used by [NEODYMIUM](https://attack.mitre.org/groups/G0055) in a May 2016 campaign. (Citation: Microsoft SIR Vol 21) (Citation: Microsoft NEODYMIUM Dec 2016),https://attack.mitre.org/software/S0176,16-Jan-18,30-Mar-20,1.1,Windows,,Malware,
S0430,Winnti for Linux,"[Winnti for Linux](https://attack.mitre.org/software/S0430) is a trojan, seen since at least 2015, designed specifically for targeting Linux systems. Reporting indicates the winnti malware family is shared across a number of actors including [Winnti Group](https://attack.mitre.org/groups/G0044). The Windows variant is tracked separately under [Winnti for Windows](https://attack.mitre.org/software/S0141).(Citation: Chronicle Winnti for Linux May 2019)",https://attack.mitre.org/software/S0430,29-Apr-20,1-Jul-20,1,Linux,,Malware,
S0141,Winnti for Windows,"[Winnti for Windows](https://attack.mitre.org/software/S0141) is a Trojan that has been used by multiple groups to carry out intrusions in varied regions from at least 2010 to 2016. One of the groups using this malware is referred to by the same name, [Winnti Group](https://attack.mitre.org/groups/G0044); however, reporting indicates a second distinct group, [Axiom](https://attack.mitre.org/groups/G0001), also uses the malware. (Citation: Kaspersky Winnti April 2013) (Citation: Microsoft Winnti Jan 2017) (Citation: Novetta Winnti April 2015) The Linux variant is tracked separately under [Winnti for Linux](https://attack.mitre.org/software/S0430).(Citation: Chronicle Winnti for Linux May 2019)",https://attack.mitre.org/software/S0141,31-May-17,4-May-20,2,Windows,,Malware,
S0041,Wiper,[Wiper](https://attack.mitre.org/software/S0041) is a family of destructive malware used in March 2013 during breaches of South Korean banks and media companies. (Citation: Dell Wiper),https://attack.mitre.org/software/S0041,31-May-17,17-Oct-18,1,Windows,,Malware,
S0161,XAgentOSX,[XAgentOSX](https://attack.mitre.org/software/S0161) is a trojan that has been used by [APT28](https://attack.mitre.org/groups/G0007)  on OS X and appears to be a port of their standard [CHOPSTICK](https://attack.mitre.org/software/S0023) or XAgent trojan. (Citation: XAgentOSX 2017),https://attack.mitre.org/software/S0161,14-Dec-17,30-Mar-20,1.3,macOS,OSX.Sofacy,Malware,
S0117,XTunnel,[XTunnel](https://attack.mitre.org/software/S0117) a VPN-like network proxy tool that can relay traffic between a C2 server and a victim. It was first seen in May 2013 and reportedly used by [APT28](https://attack.mitre.org/groups/G0007) during the compromise of the Democratic National Committee. (Citation: Crowdstrike DNC June 2016) (Citation: Invincea XTunnel) (Citation: ESET Sednit Part 2),https://attack.mitre.org/software/S0117,31-May-17,21-Mar-20,2.1,Windows,"Trojan.Shunnael, X-Tunnel, XAPS",Malware,
S0341,Xbash,"[Xbash](https://attack.mitre.org/software/S0341) is a malware family that has targeted Linux and Microsoft Windows servers. The malware has been tied to the Iron Group, a threat actor group known for previous ransomware attacks. [Xbash](https://attack.mitre.org/software/S0341) was developed in Python and then converted into a self-contained Linux ELF executable by using PyInstaller.(Citation: Unit42 Xbash Sept 2018)",https://attack.mitre.org/software/S0341,30-Jan-19,23-Jun-20,1.2,"Linux, Windows",,Malware,
S0388,YAHOYAH,[YAHOYAH](https://attack.mitre.org/software/S0388) is a Trojan used by [Tropic Trooper](https://attack.mitre.org/groups/G0081) as a second-stage backdoor.(Citation: TrendMicro TropicTrooper 2015),https://attack.mitre.org/software/S0388,17-Jun-19,21-May-20,1.1,Windows,,Malware,Bart Parys
S0086,ZLib,[ZLib](https://attack.mitre.org/software/S0086) is a full-featured backdoor that was used as a second-stage implant by [Dust Storm](https://attack.mitre.org/groups/G0031) from 2014 to 2015. It is malware and should not be confused with the compression library from which its name is derived. (Citation: Cylance Dust Storm),https://attack.mitre.org/software/S0086,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0251,Zebrocy,"[Zebrocy](https://attack.mitre.org/software/S0251) is a Trojan that has been used by [APT28](https://attack.mitre.org/groups/G0007) since at least November 2015. The malware comes in several programming language variants, including C++, Delphi, AutoIt, C#, VB.NET, and Golang. (Citation: Palo Alto Sofacy 06-2018)(Citation: Unit42 Cannon Nov 2018)(Citation: Unit42 Sofacy Dec 2018)(Citation: CISA Zebrocy Oct 2020) ",https://attack.mitre.org/software/S0251,17-Oct-18,23-Apr-21,3,Windows,Zekapab,Malware,"Emily Ratliff, IBM"
S0230,ZeroT,"[ZeroT](https://attack.mitre.org/software/S0230) is a Trojan used by [TA459](https://attack.mitre.org/groups/G0062), often in conjunction with [PlugX](https://attack.mitre.org/software/S0013). (Citation: Proofpoint TA459 April 2017) (Citation: Proofpoint ZeroT Feb 2017)",https://attack.mitre.org/software/S0230,18-Apr-18,30-Mar-20,1.1,Windows,,Malware,
S0027,Zeroaccess,"[Zeroaccess](https://attack.mitre.org/software/S0027) is a kernel-mode [Rootkit](https://attack.mitre.org/techniques/T1014) that attempts to add victims to the ZeroAccess botnet, often for monetary gain. (Citation: Sophos ZeroAccess)",https://attack.mitre.org/software/S0027,31-May-17,17-Oct-18,1,Windows,Trojan.Zeroaccess,Malware,
S0330,Zeus Panda,"[Zeus Panda](https://attack.mitre.org/software/S0330) is a Trojan designed to steal banking information and other sensitive credentials for exfiltration. [Zeus Panda](https://attack.mitre.org/software/S0330)’s original source code was leaked in 2011, allowing threat actors to use its source code as a basis for new malware variants. It is mainly used to target Windows operating systems ranging from Windows XP through Windows 10.(Citation: Talos Zeus Panda Nov 2017)(Citation: GDATA Zeus Panda June 2017)",https://attack.mitre.org/software/S0330,29-Jan-19,30-Mar-20,1.1,Windows,,Malware,
S0412,ZxShell,"[ZxShell](https://attack.mitre.org/software/S0412) is a remote administration tool and backdoor that can be downloaded from the Internet, particularly from Chinese hacker websites. It has been used since at least 2004.(Citation: FireEye APT41 Aug 2019)(Citation: Talos ZxShell Oct 2014 )",https://attack.mitre.org/software/S0412,24-Sep-19,30-Mar-20,1.1,Windows,Sensocode,Malware,
S0202,adbupd,[adbupd](https://attack.mitre.org/software/S0202) is a backdoor used by [PLATINUM](https://attack.mitre.org/groups/G0068) that is similar to [Dipsind](https://attack.mitre.org/software/S0200). (Citation: Microsoft PLATINUM April 2016),https://attack.mitre.org/software/S0202,18-Apr-18,30-Mar-20,1.1,Windows,,Malware,Ryan Becwar
S0110,at,[at](https://attack.mitre.org/software/S0110) is used to schedule tasks on a system to run at a specified date or time. (Citation: TechNet At),https://attack.mitre.org/software/S0110,31-May-17,30-Mar-20,1.1,"Linux, Windows, macOS",at.exe,Tool,
S0471,build_downer,[build_downer](https://attack.mitre.org/software/S0471) is a downloader that has been used by [BRONZE BUTLER](https://attack.mitre.org/groups/G0060) since at least 2019.(Citation: Trend Micro Tick November 2019),https://attack.mitre.org/software/S0471,10-Jun-20,24-Jun-20,1,Windows,,Malware,
S0160,certutil,[certutil](https://attack.mitre.org/software/S0160) is a command-line utility that can be used to obtain certificate authority information and configure Certificate Services. (Citation: TechNet Certutil),https://attack.mitre.org/software/S0160,14-Dec-17,31-Jul-19,1.1,Windows,certutil.exe,Tool,
S0106,cmd,"[cmd](https://attack.mitre.org/software/S0106) is the Windows command-line interpreter that can be used to interact with systems and execute other processes and utilities. (Citation: TechNet Cmd)

Cmd.exe contains native functionality to perform many operations to interact with the system, including listing files in a directory (e.g., <code>dir</code> (Citation: TechNet Dir)), deleting files (e.g., <code>del</code> (Citation: TechNet Del)), and copying files (e.g., <code>copy</code> (Citation: TechNet Copy)).",https://attack.mitre.org/software/S0106,31-May-17,20-Mar-20,1.1,Windows,cmd.exe,Tool,
S0472,down_new, [down_new](https://attack.mitre.org/software/S0472) is a downloader that has been used by [BRONZE BUTLER](https://attack.mitre.org/groups/G0060) since at least 2019.(Citation: Trend Micro Tick November 2019),https://attack.mitre.org/software/S0472,10-Jun-20,24-Jun-20,1,Windows,,Malware,
S0105,dsquery,[dsquery](https://attack.mitre.org/software/S0105) is a command-line utility that can be used to query Active Directory for information from a system within a domain. (Citation: TechNet Dsquery) It is typically installed only on Windows Server versions but can be installed on non-server variants through the Microsoft-provided Remote Server Administration Tools bundle.,https://attack.mitre.org/software/S0105,31-May-17,18-Mar-20,1.2,Windows,dsquery.exe,Tool,
S0404,esentutl,[esentutl](https://attack.mitre.org/software/S0404) is a command-line tool that provides database utilities for the Windows Extensible Storage Engine.(Citation: Microsoft Esentutl),https://attack.mitre.org/software/S0404,3-Sep-19,20-Mar-20,1.1,Windows,esentutl.exe,Tool,"Matthew Demaske, Adaptforward"
S0032,gh0st RAT,[gh0st RAT](https://attack.mitre.org/software/S0032) is a remote access tool (RAT). The source code is public and it has been used by multiple groups. (Citation: FireEye Hacking Team)(Citation: Arbor Musical Chairs Feb 2018)(Citation: Nccgroup Gh0st April 2018),https://attack.mitre.org/software/S0032,31-May-17,23-Apr-21,2.3,"Windows, macOS",,Malware,
S0008,gsecdump,[gsecdump](https://attack.mitre.org/software/S0008) is a publicly-available credential dumper used to obtain password hashes and LSA secrets from Windows operating systems. (Citation: TrueSec Gsecdump),https://attack.mitre.org/software/S0008,31-May-17,30-Mar-20,1.1,Windows,,Tool,
S0071,hcdLoader,[hcdLoader](https://attack.mitre.org/software/S0071) is a remote access tool (RAT) that has been used by [APT18](https://attack.mitre.org/groups/G0026). (Citation: Dell Lateral Movement),https://attack.mitre.org/software/S0071,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0068,httpclient,"[httpclient](https://attack.mitre.org/software/S0068) is malware used by [Putter Panda](https://attack.mitre.org/groups/G0024). It is a simple tool that provides a limited range of functionality, suggesting it is likely used as a second-stage or supplementary/backup tool. (Citation: CrowdStrike Putter Panda)",https://attack.mitre.org/software/S0068,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0278,iKitten,[iKitten](https://attack.mitre.org/software/S0278) is a macOS exfiltration agent  (Citation: objsee mac malware 2017).,https://attack.mitre.org/software/S0278,17-Oct-18,30-Mar-20,1.1,macOS,OSX/MacDownloader,Malware,
S0101,ifconfig,[ifconfig](https://attack.mitre.org/software/S0101) is a Unix-based utility used to gather information about and interact with the TCP/IP settings on a system. (Citation: Wikipedia Ifconfig),https://attack.mitre.org/software/S0101,31-May-17,17-Oct-18,1,Linux,,Tool,
S0100,ipconfig,"[ipconfig](https://attack.mitre.org/software/S0100) is a Windows utility that can be used to find information about a system's TCP/IP, DNS, DHCP, and adapter configuration. (Citation: TechNet Ipconfig)",https://attack.mitre.org/software/S0100,31-May-17,17-Oct-18,1,Windows,ipconfig.exe,Tool,
S0283,jRAT,"[jRAT](https://attack.mitre.org/software/S0283) is a cross-platform, Java-based backdoor originally available for purchase in 2012. Variants of [jRAT](https://attack.mitre.org/software/S0283) have been distributed via a software-as-a-service platform, similar to an online subscription model.(Citation: Kaspersky Adwind Feb 2016) (Citation: jRAT Symantec Aug 2018)",https://attack.mitre.org/software/S0283,17-Oct-18,25-Jan-21,2.1,"Android, Linux, Windows, macOS","Adwind, AlienSpy, Frutas, JSocket, Sockrat, Trojan.Maljava, Unrecom, jBiFrost, jFrutas",Malware,
S0175,meek,[meek](https://attack.mitre.org/software/S0175) is an open-source Tor plugin that tunnels Tor traffic through HTTPS connections.,https://attack.mitre.org/software/S0175,16-Jan-18,9-Feb-21,1,"Linux, Windows, macOS",,Tool,
S0102,nbtstat,[nbtstat](https://attack.mitre.org/software/S0102) is a utility used to troubleshoot NetBIOS name resolution. (Citation: TechNet Nbtstat),https://attack.mitre.org/software/S0102,31-May-17,17-Oct-18,1,Windows,nbtstat.exe,Tool,
S0108,netsh,[netsh](https://attack.mitre.org/software/S0108) is a scripting utility used to interact with networking components on local or remote systems. (Citation: TechNet Netsh),https://attack.mitre.org/software/S0108,31-May-17,31-Mar-20,1.1,Windows,netsh.exe,Tool,
S0104,netstat,"[netstat](https://attack.mitre.org/software/S0104) is an operating system utility that displays active TCP connections, listening ports, and network statistics. (Citation: TechNet Netstat)",https://attack.mitre.org/software/S0104,31-May-17,17-Oct-18,1,"Linux, Windows, macOS",netstat.exe,Tool,
